N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
153.87875416828243,47.8618041039083,62.49830374476286,34.269809834777114,78.78299633267497,7.325197144479091,1224.159527684711,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
157.05530426920348,30.38232188859528,79.07373873271268,32.55216244502116,82.5318502218642,7.031583063645841,1361.3534788491145,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
131.97582353486726,37.17431050834027,92.1774883071802,33.46266215768554,72.68870258816244,6.418139808621829,1105.3524819336017,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
159.91283422727912,43.53642597714792,93.13877197796468,34.787240095190484,70.17726570226938,6.44192909451929,1007.15763883353,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
149.61904527814076,32.857005746016775,90.13711689027876,33.68934759280765,86.68289194001352,7.153384173161461,1329.2702578350277,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
144.54416456949832,31.77209427939358,79.50511238668844,33.83057966397793,86.91842879355464,6.116474002007408,1203.7715155162157,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
133.95282135877918,32.219961975826294,92.32940840036888,32.035532445628135,71.32019688280484,7.421532038946706,1036.1582376289691,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
131.98262711815497,31.53724150552327,80.0249707228167,34.77557603645851,80.4515319867349,7.191773316736123,1353.5432386333491,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
136.11493130530548,35.90580988095886,69.29537292224191,30.25113005731987,71.45803670735808,6.42150674836307,1401.7413716484425,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
156.24444008529989,36.42991402495764,79.05747945375167,34.64614026815927,78.10205389055133,6.339043496724,1320.238021087922,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
134.31256336454194,42.956348919810566,64.9168271386155,34.89490557587405,82.06986192086757,7.332988620398098,1251.5419753899182,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
144.9913545115761,31.43551612453026,87.3046888489361,32.24674871019821,81.71729576907039,6.362897520473294,1356.976316253295,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
142.10003869631555,40.40339784621502,65.71503845357647,34.112673971920984,86.0791701510504,7.163019225604703,1135.7046902233571,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
125.35313451998772,42.59115393783473,62.17328139291615,32.48347711408973,75.68548185855033,7.1229678511893,1158.7933976305585,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
121.87407634110411,35.523391156417986,88.27905949822865,30.000673465022427,80.22258278474459,6.094034432432799,1419.6692461780012,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
149.63616224608285,36.325402994586135,64.07569552264054,30.01909961329292,74.93647738403804,6.540350878200642,1135.1966431922629,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
151.5572988710403,47.8374428962147,77.35269678306118,34.213559510802774,76.26695835170287,7.3649147157815875,1188.6590269815963,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
147.4807706601297,39.87628080913858,75.50595221822589,34.82039208245054,71.78579049051146,6.949067818122901,1351.9285458171655,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
148.5218420253727,43.32770827156413,98.6419002051471,30.021816348251544,73.33906177494397,7.141556685376175,1475.386353865669,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
124.21459689003426,45.63647726689871,85.76596885903663,33.512702507674035,75.96104417278886,6.072279018589945,1180.0252329504892,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
137.30916544078818,39.15399210318588,68.35530896020654,34.78399907742143,80.00802291420402,6.553060756297192,1184.9066279935882,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
136.66017727615517,46.44359773632847,94.0139200447958,30.261775100937363,85.35135257035836,6.317991082047987,1328.6767410850644,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
128.62962716705815,43.55626400620088,84.3100848901089,32.36140902081491,87.6031347584297,6.4429522163577495,1068.3004518255864,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
132.625093750534,42.89665208044627,75.80523630446012,33.25819880238638,84.77194916264662,7.069810324923926,1099.6076374470265,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
134.71143951024612,31.161839041607,64.46048849285106,34.45107501318087,75.74819192931159,6.773792854068493,1133.7963383639858,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
135.16376194687746,36.746910935381855,60.77310523670404,34.17740112871097,70.29386777309908,6.186552598500765,1206.8213374593176,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
141.23750713648374,41.90263349811363,60.39695284511343,32.46432292223723,78.08579494509738,6.696142739180256,1481.749620443794,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
132.47455431667532,45.47982756305525,90.9168592750446,32.59516140064774,83.55084534917907,6.781944071481209,1488.0069116396069,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
150.80632847028383,46.143110747297655,64.80828916482305,30.62775107381327,70.33895329779162,6.398374249437909,1008.7761816833143,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
140.71842110850315,36.96191186336576,74.86957179625321,31.466543053902825,85.46283747837343,6.002030438573202,1149.900263782618,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
153.88243307935596,30.47189929291058,95.94242418699358,33.23229370818965,89.48388887632714,7.174797619947939,1390.1880617854902,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
132.1166291533277,31.31389717908732,69.12941453974797,32.28997879501786,77.96010585909005,6.369905452467037,1242.0385348551008,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
122.31377797788642,49.15579601976408,97.70897276376448,33.73722203298347,79.47619656795894,7.177784314722612,1495.6639507821103,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
123.02420162467004,37.31361496522743,69.01525072027063,32.722411664001314,89.25536700506413,6.293749626201405,1070.401474446338,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
143.13193597681442,32.93925419176419,92.44495079733883,33.112068207829985,85.6264371149461,6.953932060745593,1194.082853063498,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
133.80768833976842,48.34971686263981,71.62018022685682,33.37065147768031,75.19809958485666,6.704982402236904,1445.0705686980073,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
125.8921217711588,30.156831815438338,85.23687160916654,33.53860675133764,71.24406452329406,6.671510138115627,1067.1374254511377,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
129.67573176451558,40.01207142309415,87.18481330940432,34.78967060528385,80.5931944789124,6.114358826960347,1137.351907523946,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
141.8630856812918,38.656320044189385,61.755997705720205,34.03482745441997,79.19329740805323,6.2486246697302334,1222.7708193709454,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
153.74598656207294,49.62385058328232,91.72571495986958,31.04592732703964,70.99958057319357,7.280677382557,1120.9885651585228,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
158.0571924144733,49.89638587931902,88.46891222984195,34.803134877565995,73.93851408906856,7.471715597687733,1284.769889783552,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
143.74243741515144,31.4616312405403,84.89373058468985,31.29770891588045,78.73991771331242,7.471766755143442,1095.0538248918638,sugarcane,Year-round,"February-March, October-November",365,December-March,Very High
77.74806371280883,34.202712088108946,35.64378916164416,36.7555706977303,62.697469844490485,7.454615815983008,427.1930621403317,millet,Monsoon,June-July,75,September-October,Very Low
68.73324701488016,19.946806316381668,39.21845550646663,32.97002861742177,51.92250266169925,6.833200958093238,248.80992314256977,millet,Monsoon,June-July,75,September-October,Very Low
59.95582658143768,15.24206233552215,20.271154072378764,35.39051187471654,59.29067277446519,6.214058687940025,477.8582205295346,millet,Monsoon,June-July,75,September-October,Very Low
48.88303482773282,21.43339979319097,45.44126268804452,33.372060677621654,55.85909222179218,6.957722884539894,228.6197831939632,millet,Monsoon,June-July,75,September-October,Very Low
59.23560586412036,28.24868023402136,23.555078707944546,34.572212125918604,40.72924409113161,6.077769877818332,319.3509876506471,millet,Monsoon,June-July,75,September-October,Very Low
41.79645195982464,30.22015846990784,31.151721992070296,37.5171861479363,64.8313753855741,6.2849163724589605,426.2794920041068,millet,Monsoon,June-July,75,September-October,Very Low
63.08490344153283,22.142423186010056,43.62647257576337,37.51055859287245,63.773214862563705,6.0020027665246,369.22220865005534,millet,Monsoon,June-July,75,September-October,Very Low
49.61595651574028,18.831858914696515,47.54717260026311,34.15147076914924,56.4157768426969,5.703607365899074,351.7873723204795,millet,Monsoon,June-July,75,September-October,Very Low
41.44075273165706,18.504435442116545,46.00311063518001,33.32511669777806,40.97324908314169,6.064957487954054,485.1377511725887,millet,Monsoon,June-July,75,September-October,Very Low
63.20355338677818,25.33396770452536,42.76328761271975,35.48973375793516,50.91535474421915,6.064992131945704,305.9151174800907,millet,Monsoon,June-July,75,September-October,Very Low
75.70232909945898,23.38895987914627,43.410965090206446,37.36456581519951,63.661412828760135,6.452671466602197,349.2619556438307,millet,Monsoon,June-July,75,September-October,Very Low
47.44543591013392,21.631293981343877,45.65090604859805,33.22808065434371,54.77825758146291,5.914151618421711,221.34748555202984,millet,Monsoon,June-July,75,September-October,Very Low
60.276817518473386,23.18824143634037,44.32635743023755,32.4140455556769,63.51961301257769,7.1716518558210325,299.6573099346814,millet,Monsoon,June-July,75,September-October,Very Low
66.18602747463818,18.031901496001986,46.27649250551171,36.16170834484277,59.27807039629717,6.578189105472017,284.74172791100113,millet,Monsoon,June-July,75,September-October,Very Low
45.1146720488967,30.310935010317216,20.000349042660982,34.55136911262616,40.93927725997269,6.333131656964584,356.75305432567654,millet,Monsoon,June-July,75,September-October,Very Low
49.04501324998688,21.08397439272561,29.11827536765082,32.32780652000584,64.32695407430832,5.9608333242347,200.44214662589343,millet,Monsoon,June-July,75,September-October,Very Low
48.97173933140181,28.26094383606845,42.25688980876146,36.37606876452798,64.17113749498213,7.19685075818105,326.7887591040827,millet,Monsoon,June-July,75,September-October,Very Low
68.50485332394051,31.33558933011272,25.44841903269808,33.817585433842574,48.13237835057578,6.241882016315531,470.582059024745,millet,Monsoon,June-July,75,September-October,Very Low
70.16993038728323,22.863904020558444,37.71913501983913,36.84016111816844,64.6214600690619,6.822028508494641,223.5367448951372,millet,Monsoon,June-July,75,September-October,Very Low
46.69285216004241,30.612634348511143,37.51318341542335,35.26698175462319,57.73302071181524,7.404443571395189,212.7266894620675,millet,Monsoon,June-July,75,September-October,Very Low
51.86239648823722,29.288483281424845,42.77015847565793,33.5919568253328,55.0388469824956,5.705031928132949,354.1563392620303,millet,Monsoon,June-July,75,September-October,Very Low
77.31699450278688,31.550126397464425,40.9162814572891,35.05334333354634,49.23201925538853,6.928653271469996,338.51484314393576,millet,Monsoon,June-July,75,September-October,Very Low
69.15924246623266,32.2338180757469,28.222147680265728,37.52596712657945,57.36488568133213,7.1141418077334055,258.5721808869476,millet,Monsoon,June-July,75,September-October,Very Low
79.14101873556562,32.13074447495853,41.035095847707794,34.07205171346933,48.39026135674607,6.95411352323078,368.6218383207713,millet,Monsoon,June-July,75,September-October,Very Low
55.22070839479578,18.26070673863182,43.58616956783174,37.68254400265111,52.40646882205904,6.968887864151183,315.30651155724047,millet,Monsoon,June-July,75,September-October,Very Low
40.45671933816295,29.07399559258102,49.10771329178171,32.151160483755376,60.97493319295027,6.375322656296407,270.49202149878585,millet,Monsoon,June-July,75,September-October,Very Low
61.8572126431139,34.340705505122926,21.550061649738836,36.22922606026029,60.428203550389625,6.5095911966090565,415.536184196765,millet,Monsoon,June-July,75,September-October,Very Low
72.00013927054727,26.054141514370905,31.8966104596989,37.17584282689507,44.48139029769475,5.763430057158187,459.5887276726737,millet,Monsoon,June-July,75,September-October,Very Low
51.60182127849748,32.428280683817086,40.18108982626694,32.943639249078295,47.74469648022748,7.093362794382744,275.1403696377497,millet,Monsoon,June-July,75,September-October,Very Low
73.31321507153083,33.12174120962521,20.36470314432161,35.74924459764199,54.29364957859372,6.848039838117585,215.5507397359187,millet,Monsoon,June-July,75,September-October,Very Low
52.27106398088565,22.05917006904713,38.63877347148831,35.29315199046414,47.19081822609196,6.168099931337538,419.8097151770841,millet,Monsoon,June-July,75,September-October,Very Low
71.35039369936429,20.71516649185412,32.98300638797788,34.42716431344322,41.708830007748965,6.870887766443803,299.7368471446136,millet,Monsoon,June-July,75,September-October,Very Low
77.77794330777213,27.83468794597116,40.14437446001621,32.339513936880294,49.34802617532034,6.76456430727528,259.69764168783104,millet,Monsoon,June-July,75,September-October,Very Low
44.05491590212637,20.557055521794247,28.289573253975608,34.51000318461368,58.77349495908295,6.364037855189012,494.1106222826555,millet,Monsoon,June-July,75,September-October,Very Low
47.17458728048842,34.413530908194886,23.399105141823927,32.40501528010293,52.96752485951488,6.307202004723182,421.3654954503818,millet,Monsoon,June-July,75,September-October,Very Low
53.86096671810873,22.952247571057413,27.92828789475918,36.22732656816467,50.56821592234831,5.910665877413599,344.911909267667,millet,Monsoon,June-July,75,September-October,Very Low
66.27024253898227,34.37074663399784,38.10911601678126,33.61120253640564,47.18654162243125,5.653958934129933,222.6750841562201,millet,Monsoon,June-July,75,September-October,Very Low
43.682679443299016,26.980891743007632,38.70946334870799,37.7085393250734,47.43226975768334,6.797009640237376,280.2206083572624,millet,Monsoon,June-July,75,September-October,Very Low
50.035721827644096,28.520525761050948,41.19889609636129,32.09066410528685,64.1253842363618,6.720014834158971,293.8722182640945,millet,Monsoon,June-July,75,September-October,Very Low
74.64382534446766,33.93467457846791,23.17717413211273,33.6265775225844,54.94170706756758,5.80965722519544,483.4208776349239,millet,Monsoon,June-July,75,September-October,Very Low
48.10530536541373,26.75171742218804,41.03418783252421,36.41921137000875,62.07484562074433,6.8602237708939455,322.44550726000944,millet,Monsoon,June-July,75,September-October,Very Low
50.12406156718435,24.005084922857804,48.72743045251452,32.09236935014785,54.573151420106576,6.298070635284869,451.940481999328,millet,Monsoon,June-July,75,September-October,Very Low
79.08027817755774,17.037862017458735,20.24959826681576,33.131243634495505,56.81151245062572,6.367165585265228,227.78764491541017,millet,Monsoon,June-July,75,September-October,Very Low
57.36083890835035,20.17423284310882,33.03209957019829,36.49030609805739,62.863716596213976,6.9468956357000025,202.7162484741113,millet,Monsoon,June-July,75,September-October,Very Low
65.50752987583742,19.840441599617545,41.42158170134381,35.53672393690818,55.33229212218448,5.682782972663553,259.78110094004023,millet,Monsoon,June-July,75,September-October,Very Low
40.54982216045381,19.967525207396005,26.432194489794934,37.264820279926894,58.46807876816416,6.041612656073945,274.2679310839659,millet,Monsoon,June-July,75,September-October,Very Low
69.30933899144661,27.134634494348727,40.18615005794239,32.37515777445707,51.473512914920505,5.662298357072478,485.44721305303614,millet,Monsoon,June-July,75,September-October,Very Low
72.9193522016707,33.654210162655225,36.32761898341093,37.03095100305815,60.12725796239157,5.900564035735252,385.0350823557624,millet,Monsoon,June-July,75,September-October,Very Low
60.85796096667521,16.36917438667156,31.133388152903837,36.45728896200763,58.44793483385064,7.341533216926715,375.3346729272278,millet,Monsoon,June-July,75,September-October,Very Low
54.73795679666316,32.90692178306338,39.993891425805074,35.22999165953428,46.72133785955484,7.074774053504665,336.3036269202965,millet,Monsoon,June-July,75,September-October,Very Low
68.21843321133946,23.552026674066745,33.27636544444237,35.781483316736946,46.20959021858019,6.798644649153763,480.884186440678,millet,Monsoon,June-July,75,September-October,Very Low
51.69532441648772,23.87838909012756,20.65739986325027,32.384038079651724,60.61858093367519,6.102092155668626,350.78937278903913,millet,Monsoon,June-July,75,September-October,Very Low
77.08442515433708,17.107864362156104,42.93322184226513,32.33705646408463,52.27739323457913,6.319342106751986,396.55211435730143,millet,Monsoon,June-July,75,September-October,Very Low
46.41850457084906,16.40983891286289,25.56940114703729,33.561419587911374,43.98730656353396,6.828438769977937,464.5071835530524,millet,Monsoon,June-July,75,September-October,Very Low
44.4172745364441,20.783748925919,29.29420625967407,36.88475411354697,57.12835774686211,5.9999138927952425,354.50169791291694,millet,Monsoon,June-July,75,September-October,Very Low
54.15156634945744,31.571111958121627,43.67878544959056,35.21332288927803,48.92214937927776,6.115591663361491,474.1365331619778,millet,Monsoon,June-July,75,September-October,Very Low
54.17699795172219,25.11268306843917,48.233624376010205,37.71689010201504,48.16856355075102,7.252638866284623,230.77038877507687,millet,Monsoon,June-July,75,September-October,Very Low
60.1252989020616,18.87726135873785,45.76450313504464,34.3563844596285,53.8342797437443,6.8538815659936745,451.3725124555411,millet,Monsoon,June-July,75,September-October,Very Low
57.56842404998869,27.21093510030849,24.81096218359229,37.152585676096834,58.708896341643495,6.847290834949815,253.77597672178425,millet,Monsoon,June-July,75,September-October,Very Low
44.7020520060088,18.30568980285915,20.059764056572103,36.16369754306094,45.73995401884922,6.937479235707061,419.7203147175137,millet,Monsoon,June-July,75,September-October,Very Low
43.34217350042759,15.38257932874574,24.972445308956623,35.089600099479554,44.03407002638459,7.281711069966294,272.46105251050454,millet,Monsoon,June-July,75,September-October,Very Low
48.89445218992681,25.384491415604103,38.23258049286957,34.125627963303295,42.63363711203333,5.990704628332422,217.3196477675352,millet,Monsoon,June-July,75,September-October,Very Low
48.78215692919208,34.197256054269104,38.48901457777173,34.346197214764395,45.855084273158354,6.613756886344191,324.7325310569965,millet,Monsoon,June-July,75,September-October,Very Low
67.8571922814443,29.04292192363659,25.150817231163487,34.573666000580864,53.52262509595202,6.500225504153254,323.5874285102306,millet,Monsoon,June-July,75,September-October,Very Low
61.30016265663927,17.307892843578347,38.16913667970235,37.22316179761631,55.78547303045941,5.734407811360467,301.1619726697256,millet,Monsoon,June-July,75,September-October,Very Low
48.2500845534461,22.83718746376052,46.87024332856336,32.85705178888599,57.301841175609226,5.908632766797941,352.3415191876337,millet,Monsoon,June-July,75,September-October,Very Low
71.7103245429125,16.380918126291995,34.227650629308606,34.51562996699613,40.45310102614325,6.6213565898779,388.5279369843761,millet,Monsoon,June-July,75,September-October,Very Low
40.39915106633798,29.46887324709824,36.06969798042736,36.13178977584725,46.33180958806788,7.172235406414497,446.4165088702083,millet,Monsoon,June-July,75,September-October,Very Low
53.34513583347463,30.8311640518274,33.538823390877646,37.0599570067273,52.1273664994885,5.866884392806869,456.4922058684423,millet,Monsoon,June-July,75,September-October,Very Low
43.0279890923915,22.756521798338625,44.1061297838781,37.295359260634086,51.657743903504254,7.303548057092457,261.0418227492788,millet,Monsoon,June-July,75,September-October,Very Low
55.57619755915501,25.835219285351265,49.04197436152277,32.401841672151626,61.93376132832097,5.6331294558284455,394.4954022356287,millet,Monsoon,June-July,75,September-October,Very Low
72.15258180773787,23.669444655112688,49.91547061708852,32.4446325354492,49.38672321166251,6.618118569893205,296.34864579078607,millet,Monsoon,June-July,75,September-October,Very Low
54.90133095038203,16.37427355447922,31.0872259828032,33.32066795542852,48.76301335715405,6.42847703947845,416.8213256716414,millet,Monsoon,June-July,75,September-October,Very Low
40.334547275074286,19.35334799161072,39.850528651995695,35.94037690832965,57.71914138072886,6.467978736359495,201.5940427005038,millet,Monsoon,June-July,75,September-October,Very Low
61.936766519742505,16.329266515525443,42.99545148597754,36.82696785459093,59.32023933225844,6.667427175462728,434.58799314738775,millet,Monsoon,June-July,75,September-October,Very Low
60.72032265618499,17.8064903638703,40.13472420139066,36.510481954375045,60.07505179894593,6.740947570103941,422.6759561597262,millet,Monsoon,June-July,75,September-October,Very Low
75.61638068877315,29.999555969041417,47.24685466100969,33.019286036304415,44.87437999750723,7.017430642327842,379.14659179709054,millet,Monsoon,June-July,75,September-October,Very Low
63.15227018047762,27.647826486567748,24.694301480108017,35.92479642216724,62.22819809850024,6.447842440232206,414.91913358742966,millet,Monsoon,June-July,75,September-October,Very Low
52.55307232897663,19.83001255985667,26.44737911109188,33.625656189898194,45.05635451311338,6.349701685736174,472.3515541650602,millet,Monsoon,June-July,75,September-October,Very Low
43.07886677523496,28.923122902758504,31.483962933091632,35.04235788043231,44.698009520383074,7.143661893170719,397.8532305922311,millet,Monsoon,June-July,75,September-October,Very Low
67.69435689844232,20.281239693874376,48.17205438350875,36.77744870324821,46.79865098546122,6.772748563066749,297.3535400526026,millet,Monsoon,June-July,75,September-October,Very Low
67.78563835574911,19.374312259958547,37.85909797782468,33.61707117375364,44.773164626791086,6.0292700538507145,398.59068343816057,millet,Monsoon,June-July,75,September-October,Very Low
70.43405323723127,18.75444811384504,22.65154840953556,36.88963837124324,59.450631078616325,6.897897656974771,310.5041641383054,millet,Monsoon,June-July,75,September-October,Very Low
50.38305797100197,15.67352807748928,46.37557317803743,34.59407735842009,40.77872731983478,5.986793366437061,367.2011508719024,millet,Monsoon,June-July,75,September-October,Very Low
52.92109383016376,32.95838373915332,46.64354566802108,32.233875923966785,56.67118478264145,6.150581236723496,470.2882687071404,millet,Monsoon,June-July,75,September-October,Very Low
73.79485391020916,19.9801747221818,37.30107196573269,37.97694604099267,60.6353916030987,5.634511827934736,228.4753810465009,millet,Monsoon,June-July,75,September-October,Very Low
69.92735648195385,31.13330106053633,45.74069813021688,37.99335567219974,48.16598123564778,7.495256594804313,272.4489455770604,millet,Monsoon,June-July,75,September-October,Very Low
45.20322679315788,15.448517783241105,30.812804814244583,32.2421049611582,50.27978794986465,7.067476502150473,369.85420736752127,millet,Monsoon,June-July,75,September-October,Very Low
49.28072721235243,15.2876289214417,42.93060159309282,33.87666793526213,56.35855013731799,6.747486169728019,428.690787350288,millet,Monsoon,June-July,75,September-October,Very Low
64.78104800145213,26.267907014252803,38.738421443435946,32.23362810012599,60.927990695766304,7.228866493736728,376.08095196767215,millet,Monsoon,June-July,75,September-October,Very Low
70.26920668274272,23.845876109022704,41.22191000098783,35.485702279329075,64.76697892664414,6.2784609433835765,268.66263874504966,millet,Monsoon,June-July,75,September-October,Very Low
77.1655808006185,21.838105562109806,35.83032398665085,35.581111261326555,63.20455245284879,5.923271797139723,498.68933284966505,millet,Monsoon,June-July,75,September-October,Very Low
72.17656238709893,29.302003225674,37.79474657118405,37.88670744720761,56.23772324268619,5.606695993977795,336.4293027657983,millet,Monsoon,June-July,75,September-October,Very Low
54.92490473689534,33.833839733160616,25.02071096710343,36.04871781300447,56.93829034709212,6.500718892431121,407.2651929652468,millet,Monsoon,June-July,75,September-October,Very Low
51.01152853807441,18.12413137373244,39.078209804801325,36.18281483535085,56.21597391922039,6.698604232278876,253.80680308677228,millet,Monsoon,June-July,75,September-October,Very Low
66.71042366412613,31.74734159540301,25.091852857307693,36.230834873423376,51.37929979334141,5.538289735993674,433.7307759187361,millet,Monsoon,June-July,75,September-October,Very Low
73.5261989995457,31.05621869649001,48.82760440786474,35.65818455091569,57.49098924055304,6.571870157704236,346.54868979797163,millet,Monsoon,June-July,75,September-October,Very Low
62.9042893152809,20.54025048651957,47.63922536638927,34.41132319934438,43.84227607110511,6.666381608554195,377.8520541524331,millet,Monsoon,June-July,75,September-October,Very Low
41.269750614919545,23.466702883063952,22.53696134291713,34.12954796526206,41.29973379944269,6.713693911080278,464.2919016918973,millet,Monsoon,June-July,75,September-October,Very Low
48.449273258917245,32.25993662717744,46.58280305939624,37.29748889911233,56.47613525330581,5.893307169905917,421.2278257312032,millet,Monsoon,June-July,75,September-October,Very Low
79.8895159961441,15.600520106587856,46.92097597372796,33.71911729356274,60.06600780882325,6.745261067197316,492.01478574944633,millet,Monsoon,June-July,75,September-October,Very Low
42.49576274393109,21.705581001565918,22.0104961325363,34.79005710515857,61.18469826428434,7.450686266958141,445.092172181551,millet,Monsoon,June-July,75,September-October,Very Low
43.40413944479141,22.711951850266665,22.131046671320064,37.11528452747582,63.44913078584736,5.921586203100057,268.80973311130174,millet,Monsoon,June-July,75,September-October,Very Low
44.039124272710445,18.34982178188216,24.418266906562728,34.81464326628547,46.714054186341066,7.446153595824597,427.7877520755421,millet,Monsoon,June-July,75,September-October,Very Low
51.134739266506266,30.96586394418373,29.787617541234404,37.80656879161737,50.99351216269771,6.098766747410696,269.75179766234936,millet,Monsoon,June-July,75,September-October,Very Low
54.21278993895551,28.47988416291461,21.876945266583547,32.77807386934541,46.41157652541915,5.921013879330686,442.7070920875029,millet,Monsoon,June-July,75,September-October,Very Low
74.5863568743256,18.098506222868853,22.482105068545696,32.881531541502625,48.56612866306304,6.469075990160022,290.7258533835609,millet,Monsoon,June-July,75,September-October,Very Low
45.485939526109725,26.613981691085694,35.16526281169592,35.380450186903126,60.09512226208688,5.7881575720264,387.1995456586947,millet,Monsoon,June-July,75,September-October,Very Low
43.29089297108248,24.19168114427246,29.19390404128461,33.64184250716463,52.19585796360031,7.144762422370709,217.0936180992105,millet,Monsoon,June-July,75,September-October,Very Low
69.00024305196474,26.48575150180422,40.01637011582543,34.51164364950998,51.46078560328595,7.054098571303513,458.6608920974566,millet,Monsoon,June-July,75,September-October,Very Low
73.604323137568,34.78902261930113,46.685579331312894,33.883252980334824,53.45056763409757,6.242934525248754,258.5499551655951,millet,Monsoon,June-July,75,September-October,Very Low
59.7027628301319,24.66361726627337,45.14691263245402,34.93635522443953,58.54103629590105,6.222807558134373,457.9384024434937,millet,Monsoon,June-July,75,September-October,Very Low
58.15959644798796,30.24893917349737,23.780060835919823,34.44082880571034,48.205827641958486,5.8928384317440345,485.4334476989276,millet,Monsoon,June-July,75,September-October,Very Low
63.17257866647751,24.79248924100489,39.34235745730456,33.052949764288144,54.193182948276366,5.959653451595237,365.7986803330245,millet,Monsoon,June-July,75,September-October,Very Low
45.64894173492598,26.417548336789523,25.55811066149971,34.23303953148138,56.54168149072973,6.057286126230073,265.6129400970749,millet,Monsoon,June-July,75,September-October,Very Low
51.428302706435616,33.54247563728899,49.09779576035572,33.0970266792129,60.64277378901667,6.642520939874195,242.90033679971796,millet,Monsoon,June-July,75,September-October,Very Low
54.69562914788282,16.740344366055776,36.70354732784564,34.247289460277486,59.94330658370535,7.190241702992069,438.7779161430507,millet,Monsoon,June-July,75,September-October,Very Low
48.82017053742588,19.364150691043445,46.22215319915556,33.05073884078212,56.81911536031167,5.99933790548046,278.97420395540337,millet,Monsoon,June-July,75,September-October,Very Low
71.7037925283654,27.54657870181356,42.50797291816527,32.0039203445678,61.76672585313794,5.804097134848984,337.4970783762726,millet,Monsoon,June-July,75,September-October,Very Low
59.44521940859696,33.414793006852705,21.201773571520835,34.107316324092686,42.34441315642541,6.082921826987588,262.262280861711,millet,Monsoon,June-July,75,September-October,Very Low
58.722762169371606,24.32598825879637,42.81726927365847,33.42887992199418,62.710863796984384,5.808984408009851,346.1796062300152,millet,Monsoon,June-July,75,September-October,Very Low
79.98230813001754,30.38897788164094,31.935971090522816,34.57991128472636,54.9227672636664,7.155106104548094,251.21250899374405,millet,Monsoon,June-July,75,September-October,Very Low
53.61646224457039,25.2116151491912,38.453874216236,32.18278211785376,45.11120931160683,7.321211434428843,352.9562028651373,millet,Monsoon,June-July,75,September-October,Very Low
41.39646210624896,26.023199238327443,33.14535839745034,35.00765386775438,41.25607524557455,7.178360789960597,248.2038754135536,millet,Monsoon,June-July,75,September-October,Very Low
49.4991422700903,15.992287466776748,41.73794860542887,32.1498299727023,51.225969198253146,5.723185999914495,382.4958500023315,millet,Monsoon,June-July,75,September-October,Very Low
55.19006091677269,31.028915524459077,31.76280730713718,33.68629850100133,44.33740125887555,7.001539298422111,237.6458890397452,millet,Monsoon,June-July,75,September-October,Very Low
67.0957251955549,26.315631096819928,47.87434151635062,36.63662851799048,45.92333312266621,6.274645035950628,219.84955665033212,millet,Monsoon,June-July,75,September-October,Very Low
60.98942550645729,30.504881036698983,27.03276800034544,32.11493291330752,60.67146402431882,6.190167491026467,209.0311616633957,millet,Monsoon,June-July,75,September-October,Very Low
