crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
wheat,30.14,84.83,82.53,3.69,82.0,5.06,24.26,0.54,55.6,1,winter,0,1,0,healthy
wheat,31.14,61.08,26.7,7.48,47.61,41.85,79.56,0.15,34.27,7,monsoon,0,0,0,healthy
rice,34.76,75.89,67.35,5.92,122.07,16.37,49.56,0.82,22.92,12,winter,0,1,0,healthy
rice,29.2,36.33,178.62,6.98,28.72,13.59,46.93,1.72,23.99,3,summer,0,1,0,healthy
rice,40.08,71.2,27.93,4.79,113.88,26.55,70.42,4.01,19.3,5,summer,1,0,1,healthy
rice,41.81,97.8,166.97,6.82,87.51,22.35,34.97,20.95,42.75,10,winter,0,0,1,bacterial_blight
cotton,22.1,100.0,22.27,5.76,55.9,34.82,80.62,11.86,34.56,7,monsoon,0,0,0,healthy
cotton,35.18,77.47,48.3,6.85,114.3,3.93,76.28,3.8,19.56,4,summer,1,1,1,healthy
cotton,24.87,67.36,17.9,5.13,119.49,24.15,48.5,2.33,39.43,3,summer,0,0,0,healthy
rice,28.71,100.0,165.69,5.54,40.77,28.39,76.65,1.96,5.37,4,summer,1,0,0,bacterial_blight
maize,40.69,78.81,24.72,6.08,40.23,46.24,48.74,14.01,25.89,9,monsoon,0,0,1,healthy
tomato,17.46,57.18,88.77,6.65,118.57,16.09,76.44,0.19,36.36,11,winter,0,1,0,healthy
maize,26.97,86.89,66.19,5.18,101.54,40.37,68.57,0.84,13.81,7,monsoon,1,0,0,healthy
maize,34.57,61.08,3.83,6.87,47.73,57.55,21.49,4.77,20.83,5,summer,0,1,0,healthy
maize,41.02,68.92,64.71,5.54,38.18,52.61,55.03,5.05,37.07,9,monsoon,0,1,1,healthy
cotton,12.56,74.78,118.92,6.98,45.07,31.54,62.09,7.28,28.97,2,winter,0,0,0,healthy
rice,36.07,86.99,53.2,5.96,179.11,5.32,46.53,22.55,32.5,5,summer,0,1,1,blast
wheat,27.68,50.26,22.16,9.0,60.74,31.45,18.04,1.19,28.16,11,winter,0,1,0,healthy
rice,28.39,42.8,16.91,4.94,112.54,54.39,75.98,21.27,19.42,5,summer,1,0,0,healthy
maize,24.59,71.68,44.1,6.9,34.08,29.17,36.94,0.17,43.54,11,winter,0,1,0,rust
rice,32.81,96.4,3.99,8.22,127.5,52.59,114.5,2.01,27.45,11,winter,0,0,0,blast
wheat,12.58,72.38,18.79,9.0,29.32,80.18,75.07,0.63,23.55,10,winter,0,1,0,healthy
maize,31.77,98.09,80.41,7.48,71.46,25.32,47.61,6.22,13.27,3,summer,1,0,0,healthy
tomato,27.63,66.61,24.01,7.6,64.95,95.56,83.17,2.45,19.27,12,winter,1,0,0,healthy
cotton,36.31,43.02,77.22,5.57,93.73,61.69,54.39,0.02,42.64,6,monsoon,0,0,1,healthy
cotton,29.37,76.78,93.15,7.33,97.86,18.89,73.0,4.28,37.55,7,monsoon,0,1,0,healthy
rice,33.81,82.33,101.86,7.69,63.2,45.15,74.48,3.58,15.61,1,winter,1,0,0,healthy
cotton,15.94,48.07,15.21,7.01,86.21,30.32,84.69,1.42,25.17,11,winter,0,0,0,healthy
wheat,38.75,27.59,90.58,5.48,77.91,0.45,92.65,1.11,32.9,1,winter,0,1,1,healthy
wheat,28.89,90.96,68.32,9.0,48.02,33.49,61.62,1.08,32.16,12,winter,0,0,0,healthy
rice,21.15,76.34,1.81,5.1,99.68,49.38,83.14,2.35,38.2,6,monsoon,0,0,0,healthy
wheat,-4.92,76.88,8.82,7.69,98.68,0.0,62.68,0.34,28.82,4,summer,0,1,1,healthy
tomato,22.01,83.03,65.34,6.79,79.85,12.88,40.47,16.52,13.86,10,winter,1,1,0,healthy
wheat,30.67,72.31,128.62,5.24,110.57,38.66,6.1,1.44,27.75,9,monsoon,0,1,0,healthy
wheat,28.13,25.72,32.11,7.08,51.63,25.1,61.95,10.72,8.96,5,summer,1,0,0,healthy
wheat,25.79,67.32,112.4,7.99,65.83,52.79,58.83,0.59,22.9,9,monsoon,0,0,0,healthy
maize,19.77,43.6,278.02,7.64,83.31,47.12,59.29,15.53,29.43,5,summer,0,0,0,rust
tomato,22.65,66.03,275.18,6.88,78.2,38.16,27.2,2.47,32.78,10,winter,0,1,0,healthy
maize,36.06,67.31,340.51,8.74,119.74,87.82,13.09,0.52,31.06,6,monsoon,0,1,1,healthy
cotton,7.49,76.23,211.58,6.12,50.87,15.66,29.22,11.72,42.76,9,monsoon,0,1,1,healthy
cotton,29.58,45.58,104.05,6.54,122.34,46.77,1.8,3.95,25.01,1,winter,0,1,0,healthy
cotton,29.35,96.81,40.9,5.39,107.61,52.85,111.77,6.15,40.06,2,winter,0,0,0,healthy
tomato,35.73,97.66,19.3,3.94,79.35,39.85,81.78,7.27,28.77,9,monsoon,0,0,1,healthy
maize,21.21,62.81,107.99,5.46,76.27,46.61,19.73,1.97,24.33,5,summer,0,1,0,rust
tomato,45.42,57.66,12.02,8.1,53.65,35.21,54.91,1.78,34.04,1,winter,0,0,1,healthy
rice,29.41,56.76,3.25,6.06,130.03,54.21,73.52,1.64,7.11,5,summer,1,0,0,healthy
maize,25.21,88.06,69.15,7.7,77.2,49.8,27.99,1.91,22.08,6,monsoon,0,1,0,healthy
maize,39.28,63.16,11.35,4.85,79.87,40.52,101.37,3.72,44.27,11,winter,0,0,1,healthy
cotton,15.69,42.17,122.02,8.97,24.96,60.03,36.33,0.24,34.6,4,summer,0,1,0,healthy
wheat,19.05,69.25,11.01,6.27,62.69,37.0,46.46,4.78,31.79,1,winter,0,0,0,healthy
wheat,35.15,42.45,86.32,7.33,87.19,32.22,26.71,1.55,13.77,6,monsoon,1,1,1,healthy
cotton,30.17,74.06,182.1,8.43,109.13,45.84,60.35,7.82,37.74,5,summer,0,0,0,healthy
cotton,17.16,50.23,51.52,7.04,25.88,82.98,51.15,1.2,35.43,6,monsoon,0,1,0,healthy
rice,23.85,53.2,44.56,3.0,96.58,26.78,57.94,4.48,28.14,10,winter,0,0,0,blast
wheat,39.78,73.78,892.67,4.48,112.75,41.74,73.9,5.19,22.98,10,winter,0,0,1,healthy
wheat,8.39,68.79,63.72,7.1,69.83,7.2,50.37,0.8,13.14,4,summer,1,1,1,healthy
cotton,25.58,67.79,255.71,3.6,56.29,48.79,69.2,9.06,15.3,10,winter,1,0,0,healthy
tomato,32.15,79.41,66.25,5.99,93.74,19.13,72.43,1.26,29.56,8,monsoon,0,1,0,healthy
rice,31.46,58.59,31.09,6.88,137.24,70.18,62.64,4.81,25.47,2,winter,0,0,0,healthy
maize,20.58,65.97,11.31,6.8,38.84,41.55,29.45,5.71,28.15,9,monsoon,0,1,0,healthy
cotton,14.42,75.4,5.48,5.81,131.02,25.54,39.77,0.81,39.07,9,monsoon,0,0,0,healthy
cotton,19.62,70.31,73.71,6.97,90.79,14.31,27.88,0.46,34.74,10,winter,0,1,0,healthy
maize,52.25,78.36,93.69,8.96,108.88,55.23,37.76,3.72,49.62,12,winter,0,0,1,healthy
cotton,18.35,67.07,128.96,6.93,31.83,55.53,42.96,19.48,20.58,8,monsoon,0,1,0,healthy
tomato,29.7,94.92,55.04,5.97,64.07,29.7,19.14,4.71,21.78,8,monsoon,0,1,0,late_blight
rice,42.55,78.27,112.14,7.99,69.81,47.15,54.03,6.82,26.67,5,summer,0,0,1,healthy
tomato,27.42,85.16,123.96,7.48,53.55,66.68,60.19,1.22,15.3,12,winter,1,0,0,healthy
tomato,25.6,100.0,183.87,5.69,92.35,67.64,67.72,9.11,36.32,7,monsoon,0,0,0,healthy
maize,25.98,78.7,194.29,5.75,79.53,75.63,58.43,0.34,32.77,9,monsoon,0,0,0,healthy
rice,17.64,97.52,50.85,6.31,75.21,43.31,78.02,0.54,56.42,8,monsoon,0,0,0,bacterial_blight
wheat,27.11,73.54,133.05,5.62,70.8,0.0,68.59,4.14,13.61,12,winter,1,1,0,healthy
rice,13.92,64.03,143.87,5.01,38.31,86.95,65.58,2.6,18.03,5,summer,1,1,0,healthy
cotton,21.97,53.97,119.04,5.1,147.61,42.67,52.46,14.17,25.6,6,monsoon,0,0,0,healthy
maize,30.35,85.44,55.47,6.11,58.3,7.63,65.94,1.22,42.64,12,winter,0,1,0,healthy
cotton,34.57,78.01,193.46,6.58,119.6,45.26,58.31,12.78,25.7,11,winter,0,0,0,healthy
cotton,37.41,99.64,34.86,4.98,85.46,43.39,131.24,14.84,34.18,1,winter,0,0,1,healthy
cotton,35.73,72.41,150.43,4.85,89.8,23.66,55.31,0.81,23.06,5,summer,0,0,1,healthy
cotton,15.87,68.42,50.98,7.23,142.41,45.64,82.36,1.85,17.16,5,summer,1,0,0,healthy
rice,23.05,75.89,492.81,3.26,108.58,45.45,44.64,2.23,28.82,4,summer,0,0,0,healthy
maize,16.59,85.37,39.36,6.64,114.44,21.22,17.32,1.85,25.76,12,winter,0,1,0,rust
wheat,18.32,44.38,323.18,7.37,64.94,17.97,70.15,2.58,8.47,9,monsoon,1,1,0,healthy
rice,26.12,100.0,63.29,7.66,82.0,42.58,58.47,0.07,39.82,7,monsoon,0,0,0,bacterial_blight
cotton,26.22,96.52,83.91,6.41,86.62,40.48,95.51,3.12,34.36,6,monsoon,0,0,0,healthy
maize,20.02,100.0,294.55,6.52,54.87,38.86,75.28,1.76,38.53,9,monsoon,0,0,0,healthy
cotton,5.32,59.78,28.87,5.85,51.34,40.46,78.44,1.12,24.86,2,winter,0,0,1,healthy
wheat,30.98,100.0,37.72,6.81,94.07,56.94,47.95,0.22,28.51,6,monsoon,0,0,0,healthy
cotton,9.67,96.51,208.76,8.5,119.62,27.29,87.84,15.87,34.34,5,summer,0,0,1,healthy
wheat,22.4,72.25,138.4,5.91,124.55,46.73,62.1,2.58,29.16,12,winter,0,0,0,rust
rice,18.11,81.52,75.22,6.76,85.41,44.2,56.17,25.44,31.72,3,summer,0,0,0,healthy
wheat,20.28,50.93,286.61,4.79,125.55,56.77,29.24,2.95,22.75,7,monsoon,0,1,0,healthy
cotton,20.91,100.0,112.64,7.78,23.08,10.75,68.04,6.93,13.85,11,winter,1,1,0,healthy
maize,22.51,76.16,60.18,5.82,70.42,45.51,30.95,0.32,25.73,3,summer,0,0,0,rust
rice,32.76,100.0,83.98,5.15,105.37,23.1,51.09,4.43,50.25,3,summer,0,0,0,healthy
maize,31.16,86.81,30.99,5.8,37.02,38.51,79.93,11.64,41.74,1,winter,0,1,0,healthy
maize,33.93,66.81,55.31,5.62,116.07,57.23,37.82,16.71,28.63,12,winter,0,0,0,healthy
cotton,31.26,100.0,73.92,5.98,176.15,55.45,69.33,8.52,25.59,5,summer,0,0,0,healthy
tomato,22.03,77.33,35.51,6.7,86.58,33.48,102.38,6.06,22.53,6,monsoon,0,0,0,healthy
cotton,25.92,63.59,225.19,5.31,105.71,68.07,39.83,4.67,19.01,11,winter,1,0,0,healthy
cotton,27.6,83.95,85.31,7.09,140.44,54.75,53.05,0.92,29.13,6,monsoon,0,0,0,healthy
tomato,20.2,98.51,106.32,6.82,87.13,51.81,41.56,6.09,27.16,3,summer,0,0,0,late_blight
tomato,22.71,57.35,0.34,5.56,94.23,61.84,70.33,12.46,44.29,1,winter,0,0,0,healthy
tomato,27.28,100.0,110.91,5.56,112.97,53.09,82.57,6.18,32.76,7,monsoon,0,0,0,healthy
tomato,30.09,78.43,106.66,7.96,62.94,27.9,81.29,6.53,27.29,3,summer,0,0,0,healthy
cotton,16.47,18.17,8.19,5.61,121.76,48.77,56.54,1.87,23.07,4,summer,0,0,0,healthy
wheat,42.4,64.35,89.91,5.39,134.03,34.71,71.65,0.49,40.45,7,monsoon,0,0,1,healthy
wheat,29.19,67.83,166.12,7.62,35.37,24.78,51.45,17.96,37.77,7,monsoon,0,1,0,healthy
tomato,26.21,78.56,16.73,7.03,75.34,27.11,57.43,2.08,29.7,7,monsoon,0,0,0,healthy
wheat,21.11,82.69,94.32,6.25,76.4,36.82,66.4,1.38,12.92,11,winter,1,0,0,healthy
tomato,30.73,90.07,41.87,6.59,78.05,15.94,48.78,0.78,43.39,5,summer,0,1,0,healthy
wheat,13.63,53.2,123.57,7.32,98.82,26.7,81.12,14.23,28.06,7,monsoon,0,0,0,healthy
tomato,25.5,61.46,134.24,9.0,54.5,30.11,54.37,9.01,20.72,7,monsoon,0,0,0,healthy
cotton,20.03,69.93,21.6,5.37,113.82,51.44,111.08,4.88,40.97,12,winter,0,0,0,healthy
cotton,37.13,88.81,66.15,6.87,64.9,32.34,55.06,0.93,24.57,3,summer,0,0,1,healthy
maize,11.31,32.37,21.23,9.0,63.36,59.82,8.82,2.58,41.35,12,winter,0,1,0,healthy
rice,35.01,90.07,28.03,7.9,57.33,53.71,55.06,0.6,25.7,1,winter,0,0,1,healthy
cotton,21.42,59.37,102.04,8.25,66.53,40.08,26.56,1.09,31.59,2,winter,0,1,0,healthy
maize,19.41,56.63,77.86,5.89,71.73,28.29,57.0,11.79,27.07,12,winter,0,0,0,healthy
wheat,24.77,42.18,53.95,4.91,100.46,24.22,101.42,1.47,30.55,11,winter,0,0,0,healthy
rice,18.34,70.48,10.95,9.0,62.07,63.96,50.33,2.0,36.79,10,winter,0,0,0,healthy
rice,20.11,69.19,17.62,6.07,78.6,63.87,58.33,3.27,22.29,9,monsoon,0,0,0,blast
maize,34.26,95.39,54.88,6.48,67.63,33.15,44.48,1.36,21.91,4,summer,0,0,0,healthy
cotton,31.6,83.48,119.3,7.27,46.75,15.88,91.33,2.13,31.04,8,monsoon,0,1,0,healthy
rice,34.64,54.57,113.5,7.31,65.5,52.74,75.24,3.18,38.98,1,winter,0,0,0,healthy
tomato,21.48,99.42,176.33,8.02,78.14,20.98,82.34,0.27,36.82,9,monsoon,0,0,0,late_blight
wheat,22.99,77.81,68.85,3.7,119.95,38.52,80.32,20.31,25.78,2,winter,0,0,0,rust
rice,23.38,46.06,134.03,5.86,106.88,24.78,69.91,10.93,13.55,4,summer,1,0,0,healthy
wheat,8.71,74.1,236.77,7.49,85.24,40.37,108.89,1.71,30.7,5,summer,0,0,1,healthy
rice,30.51,71.96,135.72,8.09,88.62,39.78,39.29,9.77,27.93,10,winter,0,0,0,healthy
cotton,18.1,100.0,239.34,3.0,129.12,50.41,124.89,0.52,22.76,11,winter,0,0,0,healthy
rice,24.88,46.69,43.03,4.84,63.14,62.71,118.61,9.33,35.57,2,winter,0,0,0,blast
maize,26.23,100.0,75.16,4.45,50.05,96.34,85.92,4.11,32.25,8,monsoon,0,0,0,healthy
rice,14.46,56.34,32.97,7.79,75.69,46.88,23.62,0.41,50.46,7,monsoon,0,1,0,healthy
wheat,19.43,52.85,47.36,4.75,79.86,45.21,117.54,1.8,31.42,8,monsoon,0,0,0,healthy
rice,40.56,70.83,26.63,3.0,41.3,34.14,88.97,10.3,40.3,6,monsoon,0,0,1,healthy
maize,24.4,71.79,6.14,6.42,78.98,21.83,112.86,3.22,29.67,5,summer,0,0,0,rust
cotton,44.3,36.48,59.13,9.0,66.88,20.8,51.26,2.56,35.87,8,monsoon,0,0,1,healthy
cotton,22.22,88.73,212.8,8.45,42.2,42.68,13.15,8.81,30.39,10,winter,0,1,0,healthy
wheat,31.21,78.74,70.93,8.11,63.94,51.27,72.48,5.07,30.88,11,winter,0,0,0,healthy
maize,37.28,86.99,230.09,5.99,106.98,32.72,107.89,3.24,24.72,11,winter,0,0,1,healthy
wheat,38.16,59.18,89.3,9.0,53.7,27.44,81.03,15.29,17.46,2,winter,1,0,1,healthy
wheat,29.09,46.76,229.58,5.33,111.29,41.07,38.18,2.04,28.8,9,monsoon,0,0,0,healthy
cotton,16.44,83.1,63.21,7.37,22.29,22.65,50.28,2.0,10.48,9,monsoon,1,1,0,healthy
rice,22.61,64.09,197.33,9.0,40.07,32.3,99.31,15.37,31.77,6,monsoon,0,0,0,blast
wheat,28.44,72.8,262.72,7.39,41.33,43.44,54.04,7.36,40.79,4,summer,0,0,0,healthy
maize,40.8,76.23,40.86,6.31,96.97,71.53,40.62,5.06,24.47,9,monsoon,0,0,1,healthy
tomato,22.61,89.39,20.35,5.03,71.76,39.29,62.59,0.96,30.74,2,winter,0,0,0,healthy
tomato,12.98,59.97,108.12,7.53,49.55,17.76,8.57,8.52,17.35,11,winter,1,1,0,healthy
rice,18.69,52.8,69.03,8.99,100.4,0.0,7.02,4.24,39.98,12,winter,0,1,0,healthy
maize,18.93,71.7,108.14,6.57,68.41,29.97,43.51,6.63,22.71,2,winter,0,0,0,healthy
maize,20.5,61.82,204.56,5.71,48.74,21.13,72.5,17.51,22.38,2,winter,0,0,0,rust
cotton,19.5,89.32,131.39,5.25,106.01,3.02,75.45,2.21,29.15,1,winter,0,1,0,healthy
wheat,25.11,96.38,83.41,6.46,54.21,43.73,88.57,4.39,24.24,6,monsoon,0,0,0,healthy
maize,17.16,66.48,2.66,5.84,56.76,59.73,33.68,0.87,38.01,1,winter,0,0,0,healthy
tomato,32.94,55.73,97.54,6.03,144.1,72.27,12.34,0.77,26.34,8,monsoon,0,1,0,healthy
tomato,34.7,52.96,13.78,6.68,45.15,9.06,19.8,6.05,34.72,11,winter,0,1,0,healthy
rice,26.33,71.26,164.82,6.66,134.61,63.31,63.74,5.23,28.98,4,summer,0,0,0,healthy
maize,17.84,89.92,7.9,4.79,96.99,60.46,74.09,3.4,30.62,10,winter,0,0,0,rust
maize,32.1,71.53,121.82,8.06,40.65,29.42,63.06,9.33,9.63,2,winter,1,0,0,healthy
wheat,35.6,74.91,263.29,4.91,65.17,58.06,64.69,1.43,0.0,12,winter,1,0,1,healthy
rice,23.81,47.53,61.29,6.67,45.17,26.8,99.11,0.97,30.5,6,monsoon,0,0,0,blast
rice,30.88,83.44,219.57,6.35,91.71,24.77,54.69,2.42,47.78,3,summer,0,0,0,bacterial_blight
tomato,15.93,51.95,60.98,8.64,57.54,49.11,62.16,0.97,30.41,12,winter,0,0,0,healthy
cotton,18.14,100.0,5.67,3.68,69.77,20.15,41.51,1.58,39.04,1,winter,0,0,0,healthy
wheat,45.81,60.26,15.38,7.17,24.26,21.49,19.48,2.8,38.13,2,winter,0,1,1,healthy
tomato,23.38,65.03,83.83,6.39,101.13,11.74,82.94,8.35,13.98,1,winter,1,1,0,healthy
maize,36.41,78.62,42.24,6.45,140.21,25.07,6.21,2.7,31.66,4,summer,0,1,1,healthy
cotton,19.82,51.61,294.52,8.14,81.8,54.31,23.28,7.2,48.72,12,winter,0,1,0,healthy
maize,15.59,91.36,26.25,5.78,20.52,75.9,90.97,4.32,42.16,5,summer,0,1,0,rust
rice,24.68,95.28,108.42,5.79,72.04,25.54,80.23,2.47,31.37,4,summer,0,0,0,healthy
maize,21.69,76.55,38.88,7.44,37.51,9.98,51.84,14.64,32.93,11,winter,0,1,0,rust
wheat,32.58,58.75,16.72,6.37,54.74,61.5,44.79,2.06,36.75,2,winter,0,0,0,healthy
tomato,40.24,47.54,6.4,6.55,142.17,52.18,83.74,6.74,39.63,2,winter,0,0,1,healthy
rice,20.16,77.39,20.65,8.11,96.67,43.68,29.45,1.0,29.09,12,winter,0,1,0,blast
maize,13.29,64.66,278.33,5.74,124.3,63.84,43.45,3.57,22.19,1,winter,0,0,0,healthy
cotton,25.77,79.62,25.39,8.65,61.12,38.87,84.7,1.74,30.21,3,summer,0,0,0,healthy
wheat,37.24,94.02,245.6,7.23,75.03,47.32,73.66,4.97,24.8,5,summer,0,0,1,healthy
tomato,24.83,49.94,175.68,4.92,38.53,35.43,96.86,5.52,24.06,12,winter,0,1,0,healthy
cotton,19.06,100.0,154.5,7.54,57.49,23.74,37.76,0.23,29.21,4,summer,0,0,0,healthy
rice,21.97,93.46,61.36,6.94,91.03,47.27,107.65,4.68,36.26,12,winter,0,0,0,blast
rice,5.98,55.88,23.69,5.32,131.7,53.98,79.0,4.95,18.77,4,summer,1,0,1,healthy
maize,28.37,64.03,84.32,7.15,86.26,28.35,31.29,2.85,35.98,6,monsoon,0,0,0,healthy
tomato,21.24,98.62,11.48,7.76,95.87,29.56,45.7,4.17,30.85,5,summer,0,0,0,late_blight
wheat,23.65,60.16,85.55,7.34,144.72,45.63,59.03,5.83,30.8,3,summer,0,0,0,rust
wheat,27.84,82.57,77.02,6.96,63.54,53.68,65.32,1.79,25.08,2,winter,0,0,0,healthy
maize,22.81,70.17,64.64,7.12,89.87,18.77,57.25,11.83,31.22,5,summer,0,1,0,rust
cotton,18.72,84.52,233.44,6.87,109.12,27.64,80.24,0.92,22.92,7,monsoon,0,0,0,healthy
wheat,16.73,46.79,110.47,7.49,128.59,34.53,98.12,4.94,33.36,8,monsoon,0,0,0,healthy
wheat,7.27,100.0,55.83,5.78,100.42,17.32,60.03,4.08,41.82,11,winter,0,1,1,healthy
maize,23.79,100.0,137.27,6.37,31.56,27.59,52.97,2.44,29.47,4,summer,0,1,0,healthy
maize,29.9,69.14,72.91,6.86,77.91,49.16,53.12,1.29,44.23,12,winter,0,0,0,healthy
wheat,26.18,74.67,54.59,7.33,54.77,55.64,42.48,2.07,25.21,7,monsoon,0,0,0,healthy
cotton,19.64,53.29,49.72,5.39,96.2,4.67,50.47,2.14,36.61,11,winter,0,1,0,healthy
wheat,23.82,93.28,84.19,4.99,84.83,14.77,42.3,5.74,30.14,2,winter,0,1,0,healthy
maize,17.82,60.74,13.06,7.61,32.29,53.46,73.8,6.94,18.35,9,monsoon,1,1,0,healthy
tomato,45.11,76.31,5.33,9.0,43.73,37.05,33.31,2.13,29.68,8,monsoon,0,0,1,healthy
rice,33.85,67.76,264.56,7.08,118.86,50.93,39.76,11.11,30.27,9,monsoon,0,0,0,bacterial_blight
rice,24.65,60.17,8.13,6.76,100.15,44.17,30.45,0.63,31.31,10,winter,0,0,0,blast
maize,33.54,97.74,41.03,3.0,51.61,39.26,55.87,14.83,32.89,2,winter,0,0,0,healthy
tomato,3.18,68.96,39.92,6.7,85.85,34.63,63.01,0.61,37.64,3,summer,0,0,1,healthy
maize,13.12,72.92,12.59,6.57,61.1,65.29,78.55,6.63,22.48,10,winter,0,0,0,healthy
rice,20.25,90.12,12.43,4.44,49.59,54.87,73.39,1.46,30.26,9,monsoon,0,0,0,blast
wheat,25.02,79.7,81.77,4.3,107.41,31.53,71.7,1.16,25.32,7,monsoon,0,0,0,healthy
tomato,5.49,68.0,19.74,5.39,96.61,67.54,65.16,3.3,28.23,2,winter,0,0,1,healthy
cotton,32.71,83.18,13.5,5.62,90.11,71.24,66.86,1.07,20.93,12,winter,0,0,0,healthy
tomato,29.14,68.83,222.78,6.95,88.37,0.0,58.73,10.77,47.23,4,summer,0,1,0,healthy
cotton,43.05,84.02,390.71,5.02,75.6,52.86,87.74,3.99,37.75,11,winter,0,0,1,healthy
wheat,30.58,48.06,34.79,4.85,53.09,48.37,76.98,13.14,44.26,8,monsoon,0,0,0,healthy
tomato,35.73,63.79,121.79,4.4,53.45,24.91,25.78,2.59,24.1,7,monsoon,0,1,1,healthy
rice,23.19,86.6,91.52,6.39,55.55,41.98,57.88,4.97,30.51,8,monsoon,0,0,0,blast
rice,14.74,42.7,91.4,8.25,73.56,50.83,53.67,4.95,41.78,5,summer,0,0,0,healthy
tomato,4.48,87.57,350.38,8.72,97.5,48.25,43.18,0.29,41.01,1,winter,0,0,1,late_blight
maize,27.94,93.97,125.31,6.2,127.67,57.29,53.21,9.22,32.61,4,summer,0,0,0,healthy
cotton,5.21,58.53,269.65,6.08,82.54,46.57,51.12,5.09,23.66,2,winter,0,0,1,healthy
wheat,21.68,79.3,158.31,4.02,86.2,57.84,73.08,1.13,30.32,9,monsoon,0,0,0,healthy
wheat,25.76,62.54,98.29,6.0,30.99,35.33,0.0,1.11,24.06,5,summer,0,1,0,healthy
cotton,32.02,58.75,46.88,4.74,117.64,42.19,38.32,6.24,36.64,3,summer,0,0,0,healthy
rice,21.59,45.27,42.28,7.39,46.59,68.98,71.09,6.01,37.53,2,winter,0,0,0,healthy
rice,21.03,34.95,226.51,7.26,71.73,48.52,69.26,2.58,42.39,3,summer,0,0,0,blast
wheat,27.49,91.16,37.21,6.75,65.97,38.32,0.0,4.15,32.12,5,summer,0,1,0,healthy
wheat,37.4,100.0,2.47,4.8,51.72,62.7,94.57,1.42,14.58,12,winter,1,0,1,healthy
rice,24.25,79.82,92.43,6.32,45.9,70.7,66.63,0.02,47.24,6,monsoon,0,0,0,healthy
cotton,26.87,54.77,1.88,5.83,127.18,19.36,90.73,1.0,25.69,1,winter,0,1,0,healthy
tomato,22.44,50.5,62.17,7.14,71.11,18.11,55.37,5.09,43.89,9,monsoon,0,1,0,healthy
maize,24.76,56.18,13.45,6.49,69.67,40.47,79.97,1.5,30.09,7,monsoon,0,0,0,rust
maize,25.13,75.02,76.13,6.41,85.85,71.85,39.0,3.4,25.28,6,monsoon,0,0,0,healthy
rice,36.46,65.82,68.8,6.37,31.11,51.11,84.64,5.44,39.05,7,monsoon,0,1,1,healthy
rice,29.48,90.22,60.58,6.86,61.96,47.01,18.29,1.25,26.63,4,summer,0,1,0,bacterial_blight
cotton,31.75,67.96,310.79,6.73,104.75,60.71,71.02,0.58,39.9,7,monsoon,0,0,0,healthy
wheat,39.01,29.22,52.48,6.41,41.26,13.55,63.43,4.89,35.27,6,monsoon,0,1,1,healthy
cotton,20.73,40.28,96.79,3.0,130.81,18.89,48.48,0.38,33.25,3,summer,0,1,0,healthy
wheat,13.95,79.91,37.06,7.23,107.13,7.12,65.13,0.14,31.84,8,monsoon,0,1,0,healthy
cotton,21.29,38.83,75.23,3.0,53.9,40.01,47.93,0.36,28.03,7,monsoon,0,0,0,healthy
rice,13.5,84.3,32.86,4.67,39.39,4.99,95.75,1.75,48.83,8,monsoon,0,1,0,healthy
wheat,18.91,92.08,96.57,9.0,46.76,12.36,69.63,6.5,52.57,1,winter,0,1,0,rust
tomato,22.1,36.85,45.91,6.92,89.28,0.0,39.46,7.7,26.07,7,monsoon,0,1,0,healthy
tomato,9.39,58.93,34.69,5.76,108.57,23.17,101.98,4.98,38.63,7,monsoon,0,0,1,healthy
wheat,22.07,42.28,33.95,5.32,117.32,12.45,83.24,0.94,35.71,5,summer,0,1,0,rust
rice,21.14,80.01,46.18,7.83,75.59,48.37,48.2,6.04,26.15,11,winter,0,0,0,blast
wheat,23.36,53.06,155.67,7.45,69.24,7.14,79.36,14.83,39.42,7,monsoon,0,1,0,rust
maize,30.65,70.02,80.61,3.0,102.04,57.77,61.31,1.52,28.96,10,winter,0,0,0,healthy
maize,18.91,84.52,130.12,6.59,51.24,52.9,48.69,3.58,31.54,9,monsoon,0,0,0,healthy
maize,31.1,62.63,131.21,8.11,125.49,58.45,65.38,5.2,16.16,4,summer,1,0,0,healthy
rice,31.19,52.88,15.74,6.01,27.68,41.21,53.82,5.34,19.83,3,summer,1,1,0,healthy
wheat,17.76,82.39,93.08,4.74,43.84,45.51,53.15,2.73,9.86,7,monsoon,1,0,0,healthy
rice,27.48,44.12,266.56,7.82,46.83,13.42,72.66,2.31,38.6,4,summer,0,1,0,healthy
rice,25.78,29.01,269.55,9.0,92.8,33.98,56.53,10.35,45.76,8,monsoon,0,0,0,bacterial_blight
cotton,32.34,56.39,68.95,7.87,59.41,46.25,72.5,1.55,24.9,9,monsoon,0,0,0,healthy
maize,28.79,47.97,93.15,6.66,135.36,21.42,51.59,2.13,36.82,1,winter,0,0,0,healthy
rice,24.84,83.06,18.55,6.42,102.14,82.13,8.01,1.46,35.98,8,monsoon,0,1,0,blast
rice,34.65,56.23,228.87,7.6,80.55,64.61,55.53,5.93,33.69,1,winter,0,0,0,healthy
rice,29.08,100.0,105.74,4.4,167.52,74.58,105.66,6.53,47.33,7,monsoon,0,0,0,bacterial_blight
