crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
chickpea,33.73,41.89,103.21,7.2,63.21,40.39,33.15,16.84,64.78,10,Rabi,0,0,1,healthy
chickpea,23.42,45.19,256.37,7.95,59.9,45.89,28.24,13.98,32.07,8,Summer,0,0,1,rust
chickpea,22.43,75.13,250.91,5.58,57.86,18.16,31.76,18.76,31.9,5,Rabi,1,1,0,healthy
chickpea,29.02,77.53,148.35,6.19,40.58,26.88,55.61,13.02,66.66,3,Rabi,0,1,0,healthy
chickpea,31.81,45.04,130.9,6.36,55.84,44.89,21.16,23.65,60.72,3,Kharif,0,0,1,healthy
chickpea,23.54,77.27,211.88,6.24,67.59,20.34,28.83,23.02,42.14,5,Summer,1,1,0,healthy
chickpea,24.98,59.53,107.94,6.06,20.37,43.22,58.63,10.75,59.15,4,Kharif,0,0,0,rust
chickpea,32.7,64.71,282.63,5.67,63.03,28.89,56.54,17.8,55.33,8,Rabi,0,1,1,bacterial_blight
chickpea,28.04,61.82,111.6,6.37,39.26,37.0,39.94,8.42,53.38,5,Kharif,1,0,1,healthy
chickpea,21.52,44.63,175.59,6.72,56.9,27.95,17.46,23.32,51.16,11,Kharif,1,1,0,healthy
chickpea,23.87,58.16,117.31,6.08,41.97,18.59,49.76,10.95,64.95,12,Summer,1,0,1,healthy
chickpea,23.81,72.82,164.87,6.15,70.84,34.12,16.65,9.63,50.42,1,Kharif,0,0,0,bacterial_blight
chickpea,26.32,74.95,67.16,6.0,69.53,30.85,42.04,8.64,67.45,9,Rabi,0,0,1,healthy
chickpea,31.92,59.2,168.8,5.52,69.63,27.39,29.22,6.25,37.26,8,Summer,1,1,1,healthy
chickpea,32.48,48.51,131.86,6.07,68.73,41.37,17.25,15.24,64.54,6,Rabi,1,0,1,healthy
chickpea,24.19,55.26,71.91,6.7,64.54,47.34,41.66,12.95,67.29,5,Kharif,0,1,0,healthy
chickpea,28.81,63.02,272.16,7.07,45.8,48.87,30.37,17.19,53.0,1,Summer,0,0,0,healthy
chickpea,27.98,62.16,169.92,6.94,51.88,19.36,56.9,19.18,36.55,12,Kharif,1,1,1,healthy
chickpea,20.32,60.55,244.12,6.24,65.06,46.04,45.15,19.48,53.31,8,Kharif,1,1,1,bacterial_blight
chickpea,29.53,62.84,238.56,5.82,51.1,14.45,41.66,8.58,32.86,12,Summer,1,0,0,healthy
chickpea,24.49,61.62,209.82,7.77,47.11,13.28,15.65,11.56,53.22,5,Rabi,1,0,1,healthy
chickpea,31.89,55.72,180.77,6.48,51.4,13.32,47.68,17.76,38.4,9,Rabi,1,0,0,bacterial_blight
chickpea,28.67,64.39,296.46,7.59,24.79,47.81,30.15,5.23,62.84,12,Summer,0,0,1,healthy
chickpea,25.18,43.09,156.31,6.56,32.46,42.92,31.82,17.56,56.28,12,Summer,0,1,0,rust
chickpea,31.53,66.76,98.79,7.18,21.2,39.78,20.48,9.82,53.38,1,Kharif,0,1,1,healthy
chickpea,22.02,74.65,137.39,6.11,45.6,32.96,46.05,11.56,51.4,2,Summer,0,0,1,healthy
chickpea,22.91,79.47,101.65,5.67,40.6,37.89,50.42,14.92,45.16,7,Kharif,1,0,0,rust
chickpea,30.35,60.39,199.9,6.92,32.54,19.68,42.84,19.09,55.07,9,Rabi,1,0,1,healthy
chickpea,29.49,51.68,216.41,5.71,40.06,25.43,31.9,16.7,52.72,6,Rabi,0,0,1,healthy
chickpea,24.35,55.72,219.71,5.61,28.04,30.32,25.8,14.72,48.28,3,Summer,1,1,1,healthy
chickpea,20.07,76.56,123.75,6.8,42.66,20.2,18.09,19.1,46.49,1,Kharif,1,1,0,healthy
chickpea,25.02,74.89,208.7,6.25,69.69,11.71,31.8,7.49,37.56,9,Summer,0,0,1,healthy
chickpea,34.7,40.33,85.68,6.55,45.33,47.35,37.91,7.05,55.35,11,Rabi,1,0,0,healthy
chickpea,33.15,73.28,193.78,5.61,49.72,20.41,49.03,23.35,64.41,11,Summer,0,0,0,bacterial_blight
chickpea,27.58,70.54,119.55,7.03,47.26,20.78,29.4,24.22,34.48,12,Kharif,1,1,0,healthy
chickpea,32.69,44.93,116.47,5.99,58.51,26.99,39.88,16.2,34.79,2,Rabi,1,0,0,healthy
chickpea,24.58,48.33,175.97,6.81,23.9,29.74,39.68,13.86,59.9,9,Kharif,0,0,1,healthy
chickpea,24.26,59.0,53.48,6.13,33.95,10.34,15.56,23.26,67.68,6,Kharif,1,0,0,healthy
chickpea,28.17,55.84,137.17,7.47,78.19,46.95,18.05,21.95,64.49,4,Kharif,0,1,1,healthy
chickpea,29.51,31.62,64.15,7.23,61.37,43.55,27.25,16.3,36.38,6,Kharif,0,0,1,bacterial_blight
chickpea,30.72,52.38,288.69,7.81,28.65,21.08,57.85,5.56,59.21,9,Rabi,0,1,1,healthy
chickpea,32.98,62.97,101.17,5.94,24.69,29.84,28.43,7.88,41.58,5,Summer,0,0,1,healthy
chickpea,21.5,61.34,205.46,5.59,38.33,31.03,19.46,12.63,32.01,1,Kharif,1,1,0,healthy
chickpea,20.84,77.2,244.76,5.58,40.11,41.7,32.59,21.05,58.86,2,Summer,1,0,1,healthy
chickpea,34.38,63.34,52.49,6.66,56.29,11.2,19.31,9.87,43.34,10,Kharif,0,1,0,healthy
chickpea,29.23,43.58,238.16,5.59,47.09,16.41,19.91,15.81,45.23,1,Summer,1,0,1,healthy
chickpea,22.68,53.9,129.05,7.81,66.41,39.74,50.66,24.98,34.44,3,Summer,0,1,0,rust
chickpea,26.82,52.26,151.77,7.96,28.68,19.02,28.57,22.14,67.23,3,Kharif,1,0,0,healthy
chickpea,29.72,40.62,135.58,6.04,55.26,40.21,21.39,19.65,67.46,12,Kharif,1,1,1,healthy
chickpea,31.97,58.98,95.07,7.04,32.49,17.31,43.87,12.06,33.77,3,Rabi,1,0,1,healthy
chickpea,29.04,52.0,189.3,7.93,60.63,20.81,30.52,18.84,53.37,6,Kharif,1,0,0,healthy
chickpea,21.59,63.0,77.61,7.89,52.22,46.89,19.09,21.11,51.62,7,Summer,1,1,1,healthy
chickpea,27.18,57.12,269.7,7.95,60.47,15.08,35.86,24.98,66.31,9,Summer,1,1,1,healthy
chickpea,23.88,60.45,107.68,7.55,53.45,13.54,40.4,16.44,49.63,10,Summer,0,0,1,healthy
chickpea,24.51,42.01,192.82,7.32,51.75,42.96,55.22,24.49,45.72,12,Summer,0,0,1,healthy
chickpea,34.69,51.14,117.25,6.59,46.94,48.02,37.69,7.35,52.96,9,Rabi,1,1,1,healthy
chickpea,22.81,68.58,52.43,5.66,29.99,39.74,37.13,23.78,35.94,1,Rabi,1,0,0,healthy
chickpea,26.63,41.05,144.23,7.48,64.63,49.76,35.4,16.87,54.49,1,Summer,0,0,1,rust
chickpea,17.02,81.03,262.6,6.46,65.18,35.11,51.92,7.78,49.78,8,Summer,1,0,1,rust
chickpea,20.13,71.81,134.21,6.86,70.56,13.29,53.46,23.19,47.01,5,Rabi,0,0,0,healthy
chickpea,23.76,65.66,119.33,6.05,46.07,45.61,47.54,9.89,47.83,2,Summer,0,1,0,rust
chickpea,29.93,62.21,142.35,6.15,50.07,40.37,58.33,11.18,68.91,4,Summer,1,0,0,healthy
chickpea,25.45,52.96,109.79,6.53,21.8,22.87,57.46,17.14,40.02,10,Summer,1,1,1,healthy
chickpea,26.62,68.64,73.87,6.88,36.02,35.76,15.72,7.79,60.8,2,Summer,0,0,0,healthy
chickpea,27.7,63.86,241.76,7.92,28.96,45.63,21.33,15.62,50.03,2,Rabi,1,1,0,healthy
chickpea,27.01,71.59,139.63,7.93,44.7,16.39,56.87,11.89,48.18,1,Rabi,0,0,0,healthy
chickpea,31.28,66.42,76.8,5.79,45.12,12.78,22.95,17.63,43.09,10,Kharif,1,1,0,bacterial_blight
chickpea,33.25,42.43,200.4,6.05,35.87,26.34,17.42,7.56,39.69,3,Rabi,0,0,0,healthy
chickpea,30.85,69.83,93.95,7.96,27.63,39.4,56.64,13.54,44.03,3,Kharif,1,1,0,healthy
chickpea,27.47,57.18,237.86,6.06,68.89,45.65,56.11,20.08,42.48,12,Kharif,1,0,0,healthy
chickpea,31.86,59.44,145.7,7.92,26.42,13.52,25.65,12.32,58.77,11,Kharif,1,1,0,bacterial_blight
chickpea,23.89,53.99,290.28,5.71,79.95,31.39,22.34,11.36,34.06,11,Kharif,1,0,1,healthy
chickpea,26.8,40.15,148.0,6.55,68.55,47.4,56.93,20.66,68.11,3,Rabi,0,1,1,healthy
chickpea,32.78,57.68,264.06,6.17,57.41,28.93,52.34,18.25,53.13,11,Kharif,1,0,0,healthy
chickpea,26.19,77.31,251.57,6.26,53.94,49.74,58.81,7.51,42.53,5,Kharif,1,0,1,healthy
chickpea,33.43,76.1,286.87,5.88,40.18,35.49,52.96,17.09,60.05,3,Rabi,1,0,0,bacterial_blight
chickpea,32.31,62.06,254.59,7.42,26.06,38.41,37.19,8.91,52.02,9,Kharif,1,0,0,bacterial_blight
chickpea,32.86,57.16,126.68,6.34,55.21,21.5,54.35,15.05,37.15,2,Summer,1,1,0,healthy
chickpea,38.56,46.57,261.69,7.54,79.58,17.27,22.24,22.56,42.44,11,Summer,1,0,0,bacterial_blight
chickpea,23.71,41.17,227.06,5.63,56.68,48.04,34.07,21.48,39.59,3,Kharif,1,0,0,healthy
chickpea,25.03,34.6,161.68,7.57,57.37,46.5,17.23,6.79,41.04,1,Kharif,1,1,0,rust
chickpea,23.61,70.01,174.1,5.75,69.36,40.48,39.96,5.91,59.97,11,Rabi,0,1,0,healthy
chickpea,30.83,50.33,195.46,6.21,78.69,28.67,38.57,22.35,66.85,11,Kharif,0,0,1,healthy
chickpea,25.11,53.51,91.41,5.8,48.35,16.66,38.78,22.34,47.75,12,Kharif,1,0,1,healthy
chickpea,28.98,42.25,106.67,5.78,44.93,27.07,39.86,15.24,61.17,8,Kharif,0,0,1,healthy
chickpea,23.77,59.62,80.15,5.99,40.33,19.07,35.13,13.38,64.53,1,Kharif,1,0,1,healthy
chickpea,31.77,58.62,292.57,5.58,30.18,20.28,54.07,8.88,60.72,4,Rabi,0,0,0,healthy
chickpea,25.86,41.52,298.33,7.01,65.81,32.06,53.11,10.19,56.66,1,Rabi,1,1,0,healthy
chickpea,26.55,67.6,111.48,7.62,74.86,24.59,48.69,22.55,35.68,6,Kharif,0,1,1,healthy
chickpea,32.35,55.54,51.1,7.82,33.06,24.56,59.07,24.1,55.95,5,Kharif,1,0,0,healthy
chickpea,29.3,74.63,194.47,6.22,71.32,30.14,24.92,5.2,66.51,12,Rabi,0,0,1,healthy
chickpea,28.88,50.11,144.26,7.3,65.82,38.57,59.51,18.97,46.17,4,Kharif,1,0,1,bacterial_blight
chickpea,28.25,43.74,131.46,7.55,72.83,21.05,37.44,10.19,69.75,8,Summer,1,0,1,healthy
chickpea,27.09,62.07,130.24,7.41,71.85,15.47,49.67,23.12,66.3,6,Kharif,0,0,1,healthy
chickpea,31.48,59.91,74.62,6.41,29.29,44.16,43.78,20.25,62.48,8,Kharif,0,1,0,healthy
chickpea,21.65,76.23,297.69,7.43,45.37,28.5,21.36,12.16,47.66,1,Rabi,0,0,1,rust
chickpea,21.84,55.37,115.89,7.13,51.89,35.65,25.34,18.29,32.45,2,Rabi,1,1,0,healthy
chickpea,27.95,71.05,272.17,6.24,24.37,22.07,53.1,19.11,56.87,7,Kharif,0,0,1,healthy
chickpea,25.75,68.13,86.88,6.63,53.3,43.36,59.87,13.97,47.14,3,Kharif,1,1,0,rust
chickpea,25.75,81.95,285.77,6.02,52.91,46.83,36.41,18.83,44.33,3,Kharif,1,1,0,bacterial_blight
chickpea,26.1,66.87,57.55,6.16,75.11,30.93,32.7,18.59,37.05,12,Rabi,1,0,1,healthy
chickpea,20.09,71.53,221.83,7.86,56.24,15.79,24.0,13.36,33.35,6,Summer,1,1,1,healthy
chickpea,31.65,52.57,220.45,7.34,44.69,12.31,36.32,16.91,48.53,12,Rabi,1,1,0,healthy
chickpea,28.59,33.63,257.79,6.82,28.83,17.24,24.45,13.05,63.49,8,Summer,0,0,0,rust
chickpea,30.59,47.02,210.87,6.71,26.39,13.0,35.92,12.42,65.48,7,Summer,0,1,0,healthy
chickpea,26.34,42.29,123.63,7.04,52.59,14.56,27.07,16.05,53.08,4,Kharif,1,0,0,healthy
chickpea,27.61,79.9,251.62,5.97,73.91,39.88,59.77,24.68,61.79,1,Kharif,1,0,1,bacterial_blight
chickpea,24.03,73.15,65.14,6.87,72.1,28.02,54.76,20.19,66.86,2,Rabi,0,1,0,healthy
chickpea,33.32,67.41,285.34,6.23,31.9,17.39,52.58,8.67,66.67,7,Summer,0,0,1,healthy
chickpea,22.4,51.15,160.9,7.95,74.95,10.21,25.0,16.26,59.66,6,Rabi,0,0,1,healthy
chickpea,29.24,64.51,296.66,6.31,61.93,18.76,42.21,7.54,58.03,8,Kharif,0,0,0,healthy
chickpea,32.33,48.89,213.05,6.25,66.34,42.68,17.68,21.61,58.74,8,Rabi,1,0,1,healthy
chickpea,32.95,62.12,125.93,7.94,55.29,20.59,48.7,16.73,30.94,12,Kharif,1,1,0,healthy
chickpea,26.28,59.81,140.85,6.53,72.26,16.79,39.55,18.3,66.89,10,Kharif,0,0,0,healthy
chickpea,31.57,76.16,244.16,7.86,72.93,19.53,16.47,10.18,52.9,1,Summer,0,0,0,healthy
chickpea,22.29,37.83,91.94,6.39,22.44,42.38,55.76,21.11,43.76,1,Kharif,0,1,1,bacterial_blight
chickpea,24.93,68.72,274.37,6.07,44.29,30.17,39.95,16.21,57.81,4,Summer,0,0,0,healthy
chickpea,30.59,60.16,198.02,5.83,68.71,11.07,40.39,19.81,69.99,4,Kharif,0,1,1,bacterial_blight
chickpea,21.36,75.19,64.38,7.45,65.08,25.71,55.85,17.23,54.59,1,Kharif,0,0,1,healthy
chickpea,25.62,44.77,119.46,5.66,20.89,17.29,49.87,10.36,33.72,4,Rabi,1,0,0,rust
chickpea,22.71,57.85,225.75,5.75,42.34,38.9,20.76,13.47,68.03,8,Rabi,0,1,1,healthy
chickpea,25.75,75.89,85.47,5.56,57.25,14.82,51.39,9.57,30.18,10,Kharif,1,1,0,healthy
chickpea,24.06,47.64,226.29,5.66,61.46,44.4,30.96,11.36,40.84,12,Kharif,0,0,1,healthy
chickpea,23.74,72.48,279.33,6.65,28.38,28.65,58.82,12.49,59.65,3,Kharif,0,0,1,rust
chickpea,29.42,67.02,225.1,6.85,26.57,17.21,56.75,5.15,60.87,8,Rabi,0,1,1,healthy
chickpea,29.51,73.18,99.57,6.02,34.07,16.81,41.53,16.16,44.17,6,Summer,0,0,1,healthy
chickpea,27.01,61.72,122.46,6.58,23.44,30.79,43.64,20.71,44.37,9,Summer,0,0,1,healthy
chickpea,30.27,66.51,92.98,7.35,35.97,29.29,44.63,20.58,44.5,4,Summer,1,1,0,rust
chickpea,31.79,55.67,188.86,5.93,72.17,10.34,19.78,8.67,59.17,11,Summer,1,0,1,healthy
chickpea,26.71,62.1,97.18,7.4,72.85,35.84,19.08,23.92,61.72,4,Rabi,0,1,0,healthy
chickpea,28.91,71.52,201.37,7.14,43.67,43.26,34.95,7.69,45.94,5,Rabi,0,1,1,healthy
chickpea,26.27,45.61,54.69,6.08,24.49,39.49,18.8,9.39,44.83,4,Summer,0,0,0,rust
chickpea,24.47,58.55,71.71,6.98,42.94,10.23,17.1,24.3,67.27,3,Rabi,1,0,1,healthy
chickpea,26.0,56.01,280.87,7.37,69.86,12.2,58.9,22.41,45.64,4,Summer,1,0,0,healthy
chickpea,28.59,49.13,93.37,6.18,25.41,43.05,44.66,22.15,56.93,4,Kharif,1,0,0,healthy
chickpea,29.64,71.7,114.74,7.28,77.9,21.99,57.24,19.31,45.56,5,Rabi,0,0,1,healthy
chickpea,22.68,58.79,273.69,6.81,48.6,26.81,56.34,5.63,64.35,4,Rabi,1,0,0,healthy
chickpea,32.28,75.2,252.21,6.68,71.5,14.0,39.77,5.4,33.46,8,Summer,0,0,1,healthy
chickpea,30.46,41.65,92.18,6.9,46.72,20.66,27.03,20.37,36.73,5,Rabi,1,1,0,healthy
chickpea,27.51,55.55,113.88,6.93,79.85,16.62,54.34,20.45,44.79,4,Rabi,0,1,0,healthy
chickpea,24.21,58.7,99.46,6.58,62.37,12.53,15.54,24.15,53.82,4,Summer,1,1,1,healthy
chickpea,31.13,50.72,72.84,7.32,34.07,41.21,42.15,21.7,31.3,4,Rabi,0,1,1,healthy
chickpea,20.75,59.55,211.89,6.53,25.63,18.89,37.73,23.13,40.48,4,Rabi,0,1,1,healthy
chickpea,21.24,70.1,260.81,7.91,41.08,26.63,55.32,21.98,35.25,7,Kharif,1,0,1,healthy
chickpea,29.89,75.29,71.78,6.43,51.05,34.36,16.51,6.2,48.11,12,Kharif,0,0,1,healthy
chickpea,25.02,67.9,212.45,7.59,43.1,21.6,25.63,13.24,65.29,1,Rabi,0,0,0,healthy
chickpea,26.66,76.59,198.04,6.11,21.62,29.32,34.8,9.22,62.7,8,Summer,0,0,0,healthy
chickpea,31.02,56.83,271.96,6.69,54.48,21.25,18.66,5.32,50.48,9,Summer,1,1,0,healthy
chickpea,27.54,53.18,199.45,7.57,43.23,40.06,40.77,9.09,57.19,3,Summer,1,1,0,healthy
chickpea,31.13,52.6,298.56,6.31,21.31,36.83,28.62,7.76,63.14,12,Rabi,0,1,1,healthy
chickpea,31.93,68.62,230.82,5.57,43.45,17.47,17.75,6.39,60.52,10,Summer,0,1,0,rust
chickpea,34.15,63.21,94.33,7.59,70.36,13.2,59.78,21.33,67.22,8,Kharif,0,1,1,healthy
chickpea,34.49,70.78,243.15,6.08,25.43,39.5,56.49,15.68,62.89,5,Summer,1,0,1,healthy
chickpea,28.81,46.31,101.56,7.24,52.13,48.15,25.55,22.69,56.98,4,Rabi,1,0,0,healthy
chickpea,24.23,71.0,202.62,6.55,21.61,25.22,23.08,17.34,62.78,8,Kharif,0,1,1,healthy
chickpea,34.94,61.22,289.65,6.18,53.68,30.51,49.91,18.17,39.81,1,Summer,0,0,1,healthy
chickpea,30.87,44.47,167.87,7.65,20.33,35.36,57.92,10.42,38.87,2,Rabi,0,0,1,healthy
chickpea,29.76,50.1,243.1,7.8,59.49,46.05,44.43,6.86,30.06,8,Kharif,0,1,0,healthy
chickpea,34.05,79.09,153.07,6.25,46.78,11.92,16.4,17.58,31.26,11,Kharif,1,0,1,healthy
chickpea,22.25,46.62,286.47,6.88,59.08,40.82,52.48,21.85,43.05,1,Summer,0,1,0,healthy
chickpea,27.75,66.39,291.49,7.88,31.03,35.87,43.41,6.78,46.76,1,Rabi,0,1,0,healthy
chickpea,21.49,49.2,58.27,5.83,21.0,35.0,35.53,17.71,62.18,7,Kharif,1,1,1,rust
chickpea,23.28,72.12,145.37,7.13,58.52,23.36,38.49,21.43,49.38,1,Kharif,0,0,1,healthy
chickpea,28.58,70.46,269.23,6.04,55.8,33.42,57.25,8.12,38.91,6,Kharif,0,0,1,bacterial_blight
chickpea,28.55,56.2,254.09,7.26,35.0,25.07,49.25,5.02,66.73,5,Kharif,1,1,0,healthy
chickpea,32.67,75.66,127.08,6.38,33.34,40.56,26.51,20.08,58.0,8,Rabi,1,0,0,healthy
chickpea,33.11,73.08,117.99,7.69,50.6,15.87,30.85,19.34,48.07,8,Kharif,1,1,1,healthy
chickpea,26.17,79.96,290.18,6.08,22.31,26.13,35.86,20.51,68.81,7,Rabi,0,0,1,healthy
chickpea,28.57,70.91,271.87,7.76,28.09,12.02,26.55,17.1,45.48,3,Rabi,0,0,1,rust
chickpea,26.25,42.91,163.43,7.83,55.0,17.08,55.16,12.54,69.41,10,Summer,0,0,0,healthy
chickpea,24.58,71.56,188.99,6.66,49.73,34.44,31.75,20.62,30.49,2,Kharif,1,0,0,bacterial_blight
chickpea,27.85,74.68,112.87,7.02,34.82,23.09,42.14,19.92,69.04,10,Kharif,0,0,1,healthy
chickpea,15.81,36.13,213.09,7.15,47.98,25.96,52.8,19.49,67.76,5,Summer,0,0,1,bacterial_blight
chickpea,30.97,62.56,104.43,5.8,32.25,42.46,37.31,8.05,55.42,9,Rabi,0,0,1,healthy
chickpea,29.67,73.31,145.94,5.9,67.15,47.59,21.09,23.17,43.18,12,Summer,0,0,0,healthy
chickpea,23.5,73.27,57.75,7.83,79.6,27.12,57.41,7.05,67.73,9,Summer,1,0,0,healthy
chickpea,29.74,74.29,150.57,5.83,20.26,28.95,31.4,17.56,30.11,10,Rabi,1,0,1,healthy
chickpea,28.58,79.13,88.23,7.41,74.92,35.68,49.71,21.99,30.27,4,Rabi,1,1,0,healthy
chickpea,30.66,52.72,291.09,7.14,48.93,34.75,53.27,6.94,32.07,8,Rabi,0,0,0,healthy
chickpea,23.07,77.21,239.39,7.4,30.76,11.8,46.28,21.67,59.77,10,Summer,0,0,1,rust
chickpea,22.9,58.38,97.47,7.33,68.62,44.07,28.97,21.93,41.46,10,Kharif,1,1,1,healthy
chickpea,20.39,69.99,183.64,7.67,66.47,22.61,17.96,24.37,30.21,8,Rabi,1,0,0,healthy
chickpea,31.8,65.19,294.36,7.22,71.2,49.0,19.04,18.9,68.44,3,Summer,1,0,1,healthy
chickpea,25.28,47.7,113.95,7.01,24.4,41.79,37.9,11.89,51.78,2,Summer,0,1,1,healthy
chickpea,23.91,68.73,204.79,7.17,34.93,36.66,56.48,5.94,49.68,8,Kharif,0,1,0,healthy
chickpea,28.82,75.69,250.29,7.29,39.14,22.47,39.28,24.69,69.78,4,Summer,0,0,0,healthy
chickpea,32.06,40.97,102.25,6.46,66.14,40.69,48.23,5.8,50.55,9,Summer,1,1,0,healthy
chickpea,29.9,61.37,53.11,6.48,29.45,37.91,19.07,23.03,41.3,7,Summer,0,0,0,healthy
chickpea,25.14,56.7,100.02,7.83,56.29,28.74,26.86,5.41,66.32,1,Rabi,1,0,1,healthy
chickpea,34.89,41.7,92.05,7.95,62.94,33.98,42.68,15.82,58.92,12,Summer,1,0,0,healthy
chickpea,21.38,67.23,277.62,7.53,42.71,13.85,39.17,16.07,52.44,6,Kharif,1,0,0,healthy
chickpea,29.87,44.46,214.05,5.58,79.65,41.95,45.25,8.18,30.72,4,Summer,1,0,1,healthy
chickpea,27.16,50.91,227.79,6.24,63.58,48.34,17.55,15.64,65.67,3,Summer,0,0,1,healthy
chickpea,31.26,51.57,236.47,7.56,54.34,39.17,40.95,13.42,61.71,7,Rabi,0,1,0,healthy
chickpea,23.72,68.12,194.05,7.81,41.8,49.05,21.2,12.69,59.59,5,Kharif,0,1,1,healthy
chickpea,27.25,84.43,179.23,5.62,75.69,12.07,25.64,12.92,39.55,1,Rabi,0,0,0,bacterial_blight
chickpea,29.7,57.16,259.35,7.06,55.27,10.44,24.74,5.88,34.73,3,Kharif,0,0,0,healthy
chickpea,23.1,34.09,100.01,7.86,65.42,32.74,46.33,12.33,64.3,10,Summer,0,1,0,rust
chickpea,20.74,68.66,157.6,5.83,78.02,23.95,51.66,14.86,41.81,6,Rabi,1,0,0,healthy
chickpea,24.79,69.89,290.66,6.2,37.12,23.18,38.12,7.49,30.65,9,Kharif,1,1,1,healthy
chickpea,27.94,51.34,259.74,6.21,39.81,49.21,22.06,8.36,61.77,6,Kharif,0,1,1,healthy
chickpea,19.58,62.67,252.9,5.76,45.2,15.58,39.38,5.61,30.42,8,Summer,0,1,1,bacterial_blight
chickpea,20.24,47.87,249.94,5.66,50.24,11.09,31.85,8.98,30.17,8,Kharif,0,1,1,healthy
chickpea,27.67,53.17,193.02,6.43,30.75,22.09,24.41,16.81,42.3,10,Rabi,0,1,1,rust
chickpea,26.95,60.85,223.6,7.97,48.05,12.18,47.52,7.46,67.34,2,Summer,1,1,1,rust
chickpea,32.71,56.18,103.7,6.33,73.11,32.15,23.77,11.45,54.29,5,Summer,1,1,0,healthy
chickpea,25.61,58.75,243.0,7.93,79.63,37.76,53.14,21.03,33.55,5,Kharif,0,0,0,healthy
chickpea,22.46,64.14,158.12,6.1,31.38,42.7,46.06,17.07,49.16,11,Kharif,0,1,1,healthy
chickpea,23.89,47.44,190.17,5.83,34.4,16.55,32.77,21.08,68.57,7,Summer,0,1,0,healthy
chickpea,27.81,80.92,105.96,6.84,40.29,15.63,21.15,18.72,30.87,2,Rabi,0,0,1,rust
chickpea,32.24,49.44,123.33,6.03,37.82,36.39,42.21,15.51,65.58,1,Summer,1,1,1,bacterial_blight
chickpea,32.93,53.13,117.18,6.36,73.8,12.3,56.67,11.47,52.74,10,Summer,0,0,0,healthy
chickpea,21.86,40.15,258.08,7.47,79.08,18.54,21.96,20.47,47.3,11,Summer,0,0,1,healthy
chickpea,26.74,58.67,100.94,5.69,73.2,30.25,58.2,24.1,46.07,5,Summer,1,0,1,healthy
chickpea,20.05,62.34,63.09,6.45,22.07,34.57,22.63,15.07,42.17,11,Rabi,0,0,1,healthy
chickpea,27.4,59.86,117.56,7.19,72.11,28.93,49.14,15.13,47.12,7,Kharif,1,0,1,rust
chickpea,32.46,40.55,60.0,7.27,31.45,30.33,59.2,17.69,61.75,7,Rabi,1,0,1,healthy
chickpea,28.61,50.69,198.75,7.11,32.53,30.91,24.79,16.74,60.8,11,Rabi,1,0,1,healthy
chickpea,28.98,68.24,156.81,6.97,57.21,22.6,29.11,22.34,53.89,11,Kharif,0,1,1,healthy
chickpea,24.45,45.1,236.33,7.94,35.44,25.24,20.88,8.14,51.92,12,Summer,0,0,1,healthy
chickpea,29.24,62.5,134.86,6.13,20.25,12.93,45.83,13.74,57.96,3,Kharif,0,1,1,healthy
chickpea,24.5,73.07,282.29,5.9,43.86,28.44,37.68,14.83,63.89,9,Summer,0,0,0,healthy
chickpea,26.75,65.72,212.23,5.64,59.44,48.9,28.06,12.76,31.98,12,Kharif,0,1,1,healthy
chickpea,26.01,58.7,294.89,7.0,78.35,48.74,32.61,20.06,42.98,7,Summer,1,1,1,healthy
chickpea,20.31,57.2,205.22,7.8,29.25,25.8,20.37,21.79,32.37,3,Rabi,0,1,1,rust
chickpea,21.99,43.96,130.66,7.75,63.95,37.38,33.29,10.56,49.97,9,Rabi,1,1,1,healthy
chickpea,33.33,54.08,297.8,5.93,48.22,20.98,15.31,12.73,47.86,9,Rabi,0,1,0,healthy
chickpea,25.36,56.59,138.23,6.31,29.23,45.67,53.77,10.2,60.79,10,Summer,1,1,0,healthy
chickpea,22.16,73.92,100.43,6.82,74.73,49.92,15.76,20.51,63.46,8,Kharif,0,1,0,healthy
chickpea,34.37,56.33,61.4,7.06,68.59,20.71,56.23,15.25,46.45,3,Kharif,1,0,0,healthy
chickpea,20.46,64.35,268.16,7.37,32.76,36.72,15.55,20.4,55.52,10,Rabi,1,1,0,healthy
chickpea,32.61,53.47,88.21,6.17,32.58,25.57,27.16,5.26,42.71,1,Rabi,0,1,1,healthy
chickpea,31.28,59.69,296.96,7.93,20.85,22.87,43.81,24.07,52.92,11,Kharif,1,0,0,healthy
chickpea,29.87,57.29,92.15,7.04,36.22,36.03,51.39,5.89,39.33,2,Rabi,0,1,1,healthy
chickpea,29.16,74.84,167.16,7.61,29.21,19.09,40.36,13.8,48.39,5,Summer,1,1,1,healthy
chickpea,25.28,74.4,178.37,6.56,36.04,46.36,38.52,8.18,30.15,9,Summer,0,1,1,bacterial_blight
chickpea,30.44,72.24,119.11,6.93,29.55,35.87,24.89,24.42,47.17,12,Summer,1,1,1,healthy
chickpea,22.49,56.8,170.14,7.82,32.59,43.97,34.96,19.0,45.36,3,Summer,0,0,1,healthy
chickpea,21.38,72.48,280.83,7.5,25.42,31.64,21.73,20.58,65.45,6,Rabi,1,1,0,healthy
chickpea,34.0,77.11,108.89,6.65,28.66,36.15,20.36,17.49,67.83,1,Kharif,0,0,1,healthy
